Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score MS Amanda 2.0: MS Amanda 2.0,# Peptides (by Search Engine): MS Amanda 2.0,# Protein Pathway Groups,"Abundance: F2: 126, Sample, Control","Abundance: F2: 127N, Sample, HC-like","Abundance: F2: 127C, Sample, HC-like","Abundance: F2: 128N, Sample, At risk","Abundance: F2: 128C, Sample, HC-like","Abundance: F2: 129N, Sample, Control","Abundance: F2: 129C, Sample, Control","Abundance: F2: 130N, Sample, At risk","Abundance: F2: 130C, Sample, SPD","Abundance: F2: 131N, Sample, SPD","Abundance: F2: 131C, Sample, At risk","Abundance: F2: 132N, Sample, SPD","Abundances (Normalized): F2: 126, Sample, Control","Abundances (Normalized): F2: 127N, Sample, HC-like","Abundances (Normalized): F2: 127C, Sample, HC-like","Abundances (Normalized): F2: 128N, Sample, At risk","Abundances (Normalized): F2: 128C, Sample, HC-like","Abundances (Normalized): F2: 129N, Sample, Control","Abundances (Normalized): F2: 129C, Sample, Control","Abundances (Normalized): F2: 130N, Sample, At risk","Abundances (Normalized): F2: 130C, Sample, SPD","Abundances (Normalized): F2: 131N, Sample, SPD","Abundances (Normalized): F2: 131C, Sample, At risk","Abundances (Normalized): F2: 132N, Sample, SPD","Found in Sample: F2: 126, Sample, Control","Found in Sample: F2: 127N, Sample, HC-like","Found in Sample: F2: 127C, Sample, HC-like","Found in Sample: F2: 128N, Sample, At risk","Found in Sample: F2: 128C, Sample, HC-like","Found in Sample: F2: 129N, Sample, Control","Found in Sample: F2: 129C, Sample, Control","Found in Sample: F2: 130N, Sample, At risk","Found in Sample: F2: 130C, Sample, SPD","Found in Sample: F2: 131N, Sample, SPD","Found in Sample: F2: 131C, Sample, At risk","Found in Sample: F2: 132N, Sample, SPD",# Protein Groups,Modifications
0,High,Master Protein,Q6IPU0,Centromere protein P OS=Homo sapiens OX=9606 GN=CENPP PE=1 SV=1,0,0,6.775,3,1,2,1,288,33.1,6.27,478.98,1,0,217105.907214203,207313.597528124,178746.36553125,183959.960378906,196730.187405469,189739.757857031,221226.19753806,144453.327691406,217742.268717188,224303.794275,203350.347208594,180474.517961719,217105.907214203,246604.901686493,198073.638210114,207365.346669487,229574.127243113,208540.13681134,249356.228384842,191313.544015034,242981.335804984,253231.092907792,223491.19342529,204852.652979839,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9UHQ9,NADH-cytochrome b5 reductase 1 OS=Homo sapiens OX=9606 GN=CYB5R1 PE=1 SV=1,0,0,6.771,6,1,1,1,305,34.1,9.38,351.65,1,0,33216.1126171874,24687.6512695312,29905.5891621093,25287.7171999051,29156.4162011718,27490.3352753906,26490.6867199218,24324.7815164062,28967.9218125,28489.9838308593,34265.5752138043,29989.4566640624,33216.1126171874,29366.6015484934,33139.1848474834,28505.095526426,34024.0554395716,30214.217326235,29859.1116301572,32215.6660124618,32325.668226768,32164.1894901192,37659.4109774577,34040.3721724316,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P55809,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=OXCT1 PE=1 SV=1",0,0,6.747,5,2,2,2,520,56.1,7.46,475.71,2,0,330794.017228126,257121.732306799,239436.602831251,257860.990973437,221749.820221875,272607.7657875,261183.178059375,191645.339273437,282545.012252476,322160.129362499,442546.30430586,312628.762101562,330794.017228126,305852.969959566,265326.116715723,290668.869875857,258770.766780345,299619.12787933,294393.941238573,253814.499370276,315295.532220763,363707.452713714,486378.32712335,354858.026704314,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P60866,40S ribosomal protein S20 OS=Homo sapiens OX=9606 GN=RPS20 PE=1 SV=1,0,0,6.745,23,3,3,3,119,13.4,9.94,506.43,3,0,744849.41829375,578207.085328125,653185.393073121,642071.518893751,599939.393660268,641446.170612474,703664.416331251,576182.151806251,684818.621695313,684736.073278126,646242.151603125,708033.016865625,744849.41829375,687792.325886546,723812.240026089,723762.838542518,700098.772408783,705003.915296598,793138.908762357,763093.874138696,764197.711652299,773042.93826177,710249.240712414,803672.693188785,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q15428,Splicing factor 3A subunit 2 OS=Homo sapiens OX=9606 GN=SF3A2 PE=1 SV=2,0,0,6.722,6,2,2,2,464,49.2,9.64,392.26,2,0,216115.145039063,200668.314567188,209851.222659376,186693.269063482,194257.800773437,203391.095015625,222943.070160937,165460.883929688,197866.438627845,204612.8621625,176030.490075,214083.551141401,216115.145039063,238700.165235048,232541.76403221,210446.416603207,226688.977735853,223544.117794893,251291.410052394,219135.887046317,220801.647066579,231000.723264075,193465.439553662,243001.526785977,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q15165,Serum paraoxonase/arylesterase 2 OS=Homo sapiens OX=9606 GN=PON2 PE=1 SV=4,0,0,6.695,7,2,2,2,354,39.4,5.6,453.5,2,0,162851.079264843,120997.481923828,134845.947689062,134257.942989843,117322.875475781,152923.254953906,144457.505310937,120172.401297296,143737.785932812,140005.430296875,124573.610390625,138907.005084375,162851.079264843,143929.643255025,149426.408628117,151339.698235841,136909.831166339,168075.667798378,162826.008343888,159155.959591994,160398.802847821,158061.205525737,136912.010417857,157670.284040066,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9NP72,Ras-related protein Rab-18 OS=Homo sapiens OX=9606 GN=RAB18 PE=1 SV=1,0,0,6.679,13,2,2,2,206,23,5.24,463.91,2,0,467000.65768125,455301.289579169,495757.181906248,456948.020785373,431358.596728124,400326.304228124,463744.845918752,402617.409459374,464346.224821876,436723.192743749,473043.956446874,454935.121575001,467000.65768125,541592.69383752,549361.820013041,515085.916222886,503373.552776478,439992.667829883,522712.350517689,533225.261867104,518169.791505964,493045.121033897,519896.620882017,516386.843089463,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9H299,SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens OX=9606 GN=SH3BGRL3 PE=1 SV=1,0,0,6.628,20,1,1,1,93,10.4,4.93,242.22,1,0,414074.352037501,314849.161687501,394405.35585,377818.994025001,307775.490412499,404073.673778575,352030.789687499,287659.445287499,432988.488487499,394274.484449999,409210.297649999,420425.343112499,414074.352037501,374521.244577253,437051.145239124,425889.234336313,359158.350480515,444111.34578942,396793.286548762,380975.286806246,483177.299201938,445122.022681974,449740.553872295,477215.55313877,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,O75781,Paralemmin-1 OS=Homo sapiens OX=9606 GN=PALM PE=1 SV=2,0,0,6.627,5,1,1,1,387,42.1,5,350.76,1,0,177064.025599619,134616.760523437,171059.0545125,181936.591495312,173436.397200001,176146.340906251,160789.993237501,130077.297900001,163559.28579375,156273.420393751,165321.81331875,162400.482821577,177064.025599619,160130.128414432,189555.122843319,205084.542797151,202391.458293672,193599.815063985,181235.254784098,172273.974264622,182517.863801138,176427.194050185,181696.121324739,184337.213513231,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P60763,Ras-related C3 botulinum toxin substrate 3 OS=Homo sapiens OX=9606 GN=RAC3 PE=1 SV=1,0,0,6.623,11,2,2,1,192,21.4,8.15,448.52,2,0,67268.6348812501,66805.4165624999,59877.6110522886,56362.0778531247,49847.8678499998,60044.0226374996,70523.4039468745,39651.7130624999,69695.8536656251,71373.0835124995,60125.9415539063,65142.1000312496,67268.6348812501,79466.7758408155,66351.9855813987,63533.0742024118,58169.9275922899,65993.4893822431,79490.8117427093,52514.6071294371,77774.4795418561,80577.7004374276,66081.1187104472,73941.3639265688,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9UN86,Ras GTPase-activating protein-binding protein 2 OS=Homo sapiens OX=9606 GN=G3BP2 PE=1 SV=2,0,0,6.613,5,3,3,3,482,54.1,5.55,470.49,3,0,376229.454975001,316853.707674888,320490.175551563,321567.997987501,304345.829235938,331924.647698492,325873.427034375,285087.40239375,332251.606396875,352228.695573931,349875.419746875,356003.196501854,376229.454975001,376905.704024389,355143.752956464,362481.374985863,355156.110246148,364813.427738515,367309.882827757,377568.881088732,370763.745694783,397653.806178229,384528.849755014,404091.392493299,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9UK76,Jupiter microtubule associated homolog 1 OS=Homo sapiens OX=9606 GN=JPT1 PE=1 SV=3,0,0,6.61,10,1,1,1,154,16,5.6,365.6,1,0,326694.71505,261672.951374999,261071.978371876,289868.158799999,240047.06900625,295026.640203134,261183.825374999,218687.754140625,224068.2291375,213800.876953125,211781.03384027,188144.77171875,326694.71505,311266.763093492,289300.856200005,326748.337595859,280122.725907825,324259.378244335,294394.670863656,289629.390654877,250040.554587963,241373.668735654,232756.897873659,213558.989192299,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,O15498,Synaptobrevin homolog YKT6 OS=Homo sapiens OX=9606 GN=YKT6 PE=1 SV=1,0,0,6.577,13,2,2,2,198,22.4,6.92,428.47,2,0,96384.6116578125,111964.717476563,127499.361721875,110457.968991837,96852.1352274447,102841.831550391,99819.4088074219,91310.6571480471,100301.544569531,108727.061695313,100502.428253906,100132.104574219,96384.6116578125,133184.935647639,141285.4598227,124511.632777163,113021.517997367,113031.922585288,112511.951915375,120931.554187891,111927.754892929,122749.027722647,110456.69673514,113657.74793112,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P00738,Haptoglobin OS=Homo sapiens OX=9606 GN=HP PE=1 SV=1,0,0,6.573,4,2,3,2,406,45.2,6.58,538.98,2,0,591284.550089061,787566.608182072,1263972.35714063,1027412.54196701,873774.671240626,443193.452934375,519002.612751562,1001930.43689062,522038.746607812,527643.049828126,1198282.22115937,533132.480460939,591284.550089061,936830.908816567,1400641.64455465,1158131.13624695,1019650.61998222,487107.311365212,584996.422113813,1326953.59671856,582549.602059478,595690.441194062,1316966.14903,605146.943987467,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9NTK5,Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=2,0,0,6.565,9,3,3,3,396,44.7,7.81,580.88,3,0,423697.502993985,434599.998937499,471609.04758019,446540.717165798,437380.900996874,467266.669598438,372264.268199999,378910.722609374,435429.953474999,412160.132535938,455111.600065358,478552.764885938,423697.502993985,516967.971656526,522602.625174404,503354.48228192,510401.275693455,513565.824611526,419599.554274422,501828.19853453,485901.760683297,465314.290168156,500188.153285836,543194.710172411,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,O94874,E3 UFM1-protein ligase 1 OS=Homo sapiens OX=9606 GN=UFL1 PE=1 SV=2,0,0,6.534,3,1,1,1,794,89.5,6.79,301.86,1,0,37037.4270234374,26570.3280820312,26831.3253140625,27858.5864132812,30369.9043828124,27579.1564124999,30369.9043828124,23942.9083667892,31770.9326085937,30534.0660281249,36197.4437085937,28235.8029937499,37037.4270234374,31606.094450984,29732.5106843995,31403.0586732737,35440.1344556801,30311.8393127588,34231.5914551827,31709.914384687,35453.5832224331,34471.8863816498,39782.6214925512,32049.8384902885,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9UBV2,Protein sel-1 homolog 1 OS=Homo sapiens OX=9606 GN=SEL1L PE=1 SV=3,0,0,6.53,2,1,1,1,794,88.7,5.39,366.21,1,0,36520.4893710937,38777.5092482063,45258.5205703125,43448.7985078124,43455.7381499998,42743.3489999998,37668.7269492189,34669.6052999999,38810.2035234377,36806.7727499999,35157.4784859377,39495.0894679689,36520.4893710937,46126.8530854745,50152.1796134188,48976.8270572986,50710.6371983975,46978.5771253661,42458.4962569803,45916.3188937734,43308.7941562528,41553.5516018243,38639.6528577655,44830.0067431441,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P00450,Ceruloplasmin OS=Homo sapiens OX=9606 GN=CP PE=1 SV=1,0,0,6.529,2,1,2,1,1065,122.1,5.72,442.97,1,0,52642.6488199218,121727.541233203,182309.518746095,131456.900489062,161225.893278676,40035.5976796876,54077.5999113281,129628.811657812,61400.8262089352,54326.2237031251,139078.679437501,52612.6364202454,52642.6488199218,144798.067740251,202022.063783225,148182.276653372,188142.420980657,44002.5280507463,60953.8404766613,171680.000461413,68517.9540916534,61332.3954075835,152853.734818638,59719.445563152,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9Y376,Calcium-binding protein 39 OS=Homo sapiens OX=9606 GN=CAB39 PE=1 SV=1,0,0,6.523,8,3,3,3,341,39.8,6.89,536.3,3,0,240544.262770201,250785.665150163,293559.803753905,264255.803857031,264322.159599609,221542.097184374,236213.270068359,213922.239544921,232310.965528125,210949.451882812,246511.353515197,237297.209949611,240544.262770201,298316.053727965,325301.486209057,297877.300383026,308450.522522139,243493.613452973,266248.983050766,283317.957744815,259238.727779976,238154.510142132,270927.083952708,269350.839951836,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P30038,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH4A1 PE=1 SV=3",0,0,6.523,3,2,2,2,563,61.7,8.07,336.89,2,0,392115.9779625,309140.292202499,288003.080062501,327894.751811511,297523.172821874,349020.373040624,348681.739931249,272849.786240624,359785.97015625,343631.583203905,335801.758823437,392778.994574999,392115.9779625,367730.396244698,319143.931761371,369613.087219907,347194.417064257,383603.084381925,393018.388163376,361361.419800255,401489.688462848,387947.968752031,369061.262318758,445834.791427504,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P54819,"Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=AK2 PE=1 SV=2",0,0,6.516,5,1,1,1,239,26.5,7.81,306.35,1,0,66199.9742250001,62438.6120531251,63933.5669156252,57813.51200625,72721.3987499999,73448.6127374999,84356.8225499999,51823.1848756494,83376.3269625003,71630.57776875,73728.4758374997,59267.93998125,66199.9742250001,74272.3486080701,70846.4989768627,65169.1755894246,84862.1752975851,80726.2743553342,95083.219544912,68634.4670569786,93040.691727955,80868.4023942917,81030.9167431512,67273.7341477994,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P20645,Cation-dependent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=M6PR PE=1 SV=1,0,0,6.516,5,1,1,1,277,31,5.83,338.68,1,0,125674.70355,152826.645674999,257555.565299998,212051.5188,208014.62715,115076.81026875,120172.357445154,186347.966990625,112790.516025,110596.760896875,221193.52179375,116656.857384375,125674.70355,181791.259141345,285404.224631993,239031.018582428,242742.494741482,126479.205140234,135452.880997439,246798.675771135,125864.355190879,124859.852346684,243101.646209232,132414.631125647,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9Y2I8,WD repeat-containing protein 37 OS=Homo sapiens OX=9606 GN=WDR37 PE=1 SV=2,0,0,6.512,3,1,1,1,494,54.6,7.23,284.4,1,0,55012.916578125,55568.4203249999,56212.6854096557,57543.9928593748,57241.1297390623,47246.6467687499,55423.9510171873,44520.8786859374,48084.2716921874,49366.6886109374,54138.2011688321,56938.2666187498,55012.916578125,66100.0773442335,62290.7832534614,64865.3652862982,66797.4883548031,51928.0845106604,62471.3869407552,58963.3151426304,53657.8434486349,55733.2547609946,59500.3222527538,64629.3731916125,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9Y5B9,FACT complex subunit SPT16 OS=Homo sapiens OX=9606 GN=SUPT16H PE=1 SV=1,0,0,6.511,2,2,2,2,1047,119.8,5.66,365.33,2,0,394900.632071639,304992.409166411,335710.1389125,314317.461975,273273.03135,328608.286875,338089.8967875,284706.2196,369505.064053125,346242.0493125,362927.678431215,341705.7752625,394900.632071639,362796.381782947,372009.40226556,354308.346949354,318895.734806341,361168.465039828,381079.738548812,377064.043766149,412335.347561515,390895.093154518,398873.870111761,387862.704339809,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P08574,"Cytochrome c1, heme protein, mitochondrial OS=Homo sapiens OX=9606 GN=CYC1 PE=1 SV=3",0,0,6.502,7,2,2,2,325,35.4,9,290.73,2,0,571614.538068753,408248.641968751,432249.386214169,485283.265500002,410997.101006252,467902.173658207,475828.438593751,393096.260803127,480168.683760299,465197.708275819,483899.18506875,443767.601371877,571614.538068753,485622.3490246,478987.129540045,547026.27884914,479612.722416067,514264.297641455,536332.433167522,520615.481797433,535826.272405274,525191.847358846,531827.00621408,503710.836711093,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q86UP2,Kinectin OS=Homo sapiens OX=9606 GN=KTN1 PE=1 SV=1,0,0,6.477,2,2,2,2,1357,156.2,5.64,506.89,2,0,355019.89400625,330740.022164062,327294.540890624,347943.024928125,337166.346095019,364988.526877734,332364.723823559,276573.011498437,325870.345930078,330566.657223024,313451.11483125,350866.305332812,355019.89400625,393423.835300974,362683.852551849,392212.119620154,393455.984876278,401153.444008317,374626.580862125,366292.447908933,363642.816894524,373198.126933298,344496.897574823,398260.620393549,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9Y383,Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens OX=9606 GN=LUC7L2 PE=1 SV=2,0,0,6.469,5,2,2,2,392,46.5,10.01,516.92,2,0,295019.762786718,230026.051986829,233406.664425001,239562.107185565,227851.142810157,308996.256731251,269942.025117189,219710.910735937,285097.627804689,275429.480777343,227699.898086719,278052.854964845,295019.762786718,273621.955394646,258644.180359932,270041.803135241,265890.700059047,339613.175333981,304266.520036391,290984.456110687,318144.028015022,310950.19440804,250252.446896571,315611.675551054,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q14318,Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Homo sapiens OX=9606 GN=FKBP8 PE=1 SV=2,0,0,6.468,5,2,2,2,412,44.5,4.84,421.26,2,0,245577.639137488,207650.568520313,212705.08400625,199626.458521875,203065.201195312,216220.046109375,210504.00195,190813.101651562,214662.178809375,209304.246628125,223940.441742187,209775.300539062,245577.639137488,247005.737422261,235704.204276758,225025.107042462,236966.766273538,237644.226525149,237270.65135284,252712.286417151,239544.224744237,236297.131286599,246120.634993599,238111.326354589,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P62304,Small nuclear ribonucleoprotein E OS=Homo sapiens OX=9606 GN=SNRPE PE=1 SV=1,0,0,6.458,29,2,2,2,92,10.8,9.44,403.49,2,0,409062.414028126,346807.176890625,389815.5289875,382198.267481251,357682.343265713,366978.6553125,390819.375375,335561.974564422,446829.034574999,392970.27949211,381597.594674999,428118.867824999,409062.414028126,412536.132607898,431965.03508126,430825.686575949,417397.110572849,403340.764476866,440514.037251235,444417.249616751,498622.138628036,443649.621165408,419392.949226946,485948.303700575,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P09382,Galectin-1 OS=Homo sapiens OX=9606 GN=LGALS1 PE=1 SV=2,0,0,6.451,22,3,4,3,135,14.7,5.5,865.24,3,0,821585.847556416,615647.959162502,873225.052173759,707910.861616408,639097.161398437,834229.684717335,531412.422923963,527784.418734375,802201.843110936,721318.330038504,753135.675292649,686895.664047657,821585.847556416,732329.216476804,967644.083538213,797978.978294092,745793.896638756,916889.399184965,598984.202467128,698996.064941428,895187.124542572,814343.019209606,827730.039278744,779680.14925164,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9Y6M9,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 OS=Homo sapiens OX=9606 GN=NDUFB9 PE=1 SV=3,0,0,6.43,9,1,1,1,179,21.8,8.38,337.93,1,0,69891.6279187503,65605.5669843751,64569.6896109376,60318.4906499998,54896.6038499999,51169.0566749999,70145.6604749998,49813.5849749999,67235.7963116095,64723.7736749998,64952.2611655473,65401.5095249998,69891.6279187503,78039.5236452044,71551.4035842044,67992.8648519736,64061.5458343447,56239.1467135324,79065.0362762776,65972.9591139644,75029.2706048998,73070.8635483102,71385.4614109349,74235.8139331573,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q96HE7,ERO1-like protein alpha OS=Homo sapiens OX=9606 GN=ERO1A PE=1 SV=2,0,0,6.428,4,2,2,2,468,54.4,5.68,508.54,2,0,444676.134697733,424086.057204009,407913.072187501,424219.556578125,398831.986059375,409469.257621875,419296.91038125,346898.530378125,415777.795950001,402371.86336875,406705.874128126,431784.998975408,444676.134697733,504461.365247493,452019.407731775,478193.380954249,465416.651728729,450041.551485723,472612.634984599,459431.349356128,463971.670972163,454263.678621909,446988.079586271,490109.648475534,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9UNH7,Sorting nexin-6 OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=1,0,0,6.422,5,2,2,2,406,46.6,6.16,381.7,2,0,184580.681320817,205113.735440625,177951.696089062,169479.630323438,163278.341221875,191285.780503126,145873.3456125,435167.490192185,173127.134948082,147970.1982,179535.563470312,170613.238479609,184580.681320817,243988.108672046,197193.043703363,191042.671584886,190537.523387085,210239.347233928,164421.879906668,576334.488926745,193194.746989674,167053.148294179,197317.67313435,193659.331692707,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P62942,Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Homo sapiens OX=9606 GN=FKBP1A PE=1 SV=2,0,0,6.407,12,1,1,1,108,11.9,8.16,305.44,1,0,68561.4261031744,58969.9167749999,68716.4316609376,55961.3524078124,63233.1665624998,67027.1565562498,60703.8398999999,44895.548259375,60568.803406926,63233.1665624998,57548.7029906248,58490.6790703124,68561.4261031744,70146.2456016022,76146.5195862625,63081.3641090017,73789.8907018515,73668.5476791203,68422.6404214045,59459.5263762135,67589.4893840729,71388.0205566677,63248.6174132715,66391.4823957994,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,O43148,mRNA cap guanine-N7 methyltransferase OS=Homo sapiens OX=9606 GN=RNMT PE=1 SV=1,0,0,6.406,6,2,2,2,476,54.8,6.61,436.8,2,0,101458.024835535,107448.835132032,106127.916687891,109558.823601563,109130.123708203,93949.1347781251,108524.2764375,91211.4708535625,114906.125967824,110012.970130078,124224.311242968,111077.008001953,101458.024835535,127813.176463103,117603.188806406,123498.088334249,127349.30636043,103258.09224812,122323.687527981,120800.192163777,128225.190930206,124200.773108264,136528.114917093,126081.066907681,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9H009,Nascent polypeptide-associated complex subunit alpha-2 OS=Homo sapiens OX=9606 GN=NACA2 PE=1 SV=1,0,0,6.37,7,1,1,1,215,23.2,4.73,362.89,1,0,213046.338759376,244415.124834376,290161.271193751,262430.880731251,253360.256634376,226999.463624999,203611.640099999,219993.941919353,222872.200649999,204987.394424999,277422.403912501,224247.954974999,213046.338759376,290738.130779369,321535.481195391,295820.190695445,295658.539047939,249491.723480156,229501.890805012,291359.301741671,248705.891358514,231423.55701269,304899.721020479,254538.917852525,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9UBQ7,Glyoxylate reductase/hydroxypyruvate reductase OS=Homo sapiens OX=9606 GN=GRHPR PE=1 SV=1,0,0,6.35,5,2,2,2,328,35.6,7.39,388.1,2,0,597114.942187501,398738.40496875,453914.739867188,441560.4851625,427268.778646875,510864.006107813,524036.125542186,416286.726402168,508615.206567186,496394.595726561,512526.163204688,500304.265673436,597114.942187501,474309.675430758,502995.088574109,497740.611014872,498600.942995698,561483.006666358,590669.971535015,551328.863288992,567570.104925003,560412.035809102,563289.344958934,567884.359951984,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q15005,Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=3,0,0,6.339,8,1,1,1,226,25,8.47,355.8,1,0,99461.4315749997,101887.32015,104919.68086875,115886.8231125,116137.659515349,95848.4504999997,91655.0807906247,94051.2920531247,100041.820209375,89258.8695281247,119700.3946875,95848.4504999997,99461.4315749997,121197.610134002,116264.310313398,130631.204745054,135526.744395065,105345.601818919,103309.488264048,124561.242647972,111637.925213356,100770.123641374,131556.12679995,108795.466477414,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,O43598,2'-deoxynucleoside 5'-phosphate N-hydrolase 1 OS=Homo sapiens OX=9606 GN=DNPH1 PE=1 SV=1,0,0,6.322,10,1,1,1,174,19.1,5.05,230.97,1,0,178791.371962499,139153.662140625,140606.934496875,153490.70611875,134367.324368056,153472.928503125,152553.92893125,138171.868725,169095.921225,168456.113925,162579.754321875,158045.9046375,178791.371962499,165526.890569004,155810.312509532,173019.462600996,156799.836510151,168679.805794812,171951.93321099,182994.399031296,188696.264902936,190181.026469519,178682.474945146,179394.427663511,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q96CN7,Isochorismatase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ISOC1 PE=1 SV=3,0,0,6.321,9,2,2,2,298,32.2,7.39,421.26,2,0,189148.145871094,175822.702787368,169545.616788281,170011.526334375,204757.8798375,170058.475846875,190048.679769217,154549.75861875,195356.94915,188054.962889063,183385.538273438,198615.190795313,189148.145871094,209145.66556229,187878.041939607,191642.241189451,238942.036195802,186908.733412411,214214.33141352,204685.226159591,218001.276201024,212307.437478062,201548.968901577,225443.731425546,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q14157,Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2,0,0,6.312,1,1,2,1,1087,114.5,7.11,395.02,1,0,114582.931546875,105417.088451756,109398.5066625,116042.900453906,96925.7567526256,103598.741013281,106634.651500781,94704.5115843751,102254.785204688,100901.011096875,111391.956689062,100448.388717188,114582.931546875,125396.361086228,121227.417212052,130807.139942808,113107.430574449,113863.830482335,120193.787215424,125426.364591097,114107.400680011,113913.691911233,122424.779107358,114016.755100189,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9UIL1,Short coiled-coil protein OS=Homo sapiens OX=9606 GN=SCOC PE=1 SV=2,0,0,6.302,11,1,1,1,159,18,8.85,380.52,1,0,80230.9009218749,82175.8924593749,78804.8036015625,71834.8815421877,75144.9891376138,74093.8400812502,66865.1727562502,65867.2694625003,78804.8036015625,87973.4078437501,83461.9510312501,69025.2892312503,80230.9009218749,97750.3556089456,87325.7149111993,80974.496207085,87690.3820683361,81435.4341016088,75367.4179385151,87234.4095968775,87939.2713218551,99318.8826212322,91728.4445176934,78349.0865160345,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,O60613,Selenoprotein F OS=Homo sapiens OX=9606 GN=SELENOF PE=1 SV=4,0,0,6.301,10,1,1,1,165,18.1,5.03,364.71,1,0,92188.5851390626,85938.5115703125,93485.9730750004,99674.8396875002,103111.903125,100656.8578125,87890.6221875002,69723.2868750001,91819.9584899194,96728.7853125002,92412.3293671874,106669.043870009,92188.5851390626,102226.08863852,103594.312273391,112356.5565216,120326.348896877,110630.450551302,99066.3596941394,92341.3072278202,102463.046329404,109203.395776251,101565.313563481,121077.683843595,High,High,High,High,High,High,High,High,High,High,High,High,1,
