Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,# Peptides (by Search Engine): Mascot,# Protein Pathway Groups,# Razor Peptides,Abundance Ratio Adj. P-Value: (Both) / (Control),Abundance Ratio Adj. P-Value: (Spermidine) / (Control),Abundance Ratio Adj. P-Value: (Spermine) / (Control),"Abundance: F21: 128C, Sample, Both","Abundance: F21: 131C, Sample, Both","Abundance: F21: 132C, Sample, Both","Abundance: F21: 134N, Sample, Both","Abundance: F21: 126, Sample, Control","Abundance: F21: 130N, Sample, Control","Abundance: F21: 130C, Sample, Control","Abundance: F21: 131N, Sample, Control","Abundance: F21: 127C, Sample, Spermidine","Abundance: F21: 129N, Sample, Spermidine","Abundance: F21: 132N, Sample, Spermidine","Abundance: F21: 133N, Sample, Spermidine","Abundance: F21: 127N, Sample, Spermine","Abundance: F21: 128N, Sample, Spermine","Abundance: F21: 129C, Sample, Spermine","Abundance: F21: 133C, Sample, Spermine","Abundances (Normalized): F21: 128C, Sample, Both","Abundances (Normalized): F21: 131C, Sample, Both","Abundances (Normalized): F21: 132C, Sample, Both","Abundances (Normalized): F21: 134N, Sample, Both","Abundances (Normalized): F21: 126, Sample, Control","Abundances (Normalized): F21: 130N, Sample, Control","Abundances (Normalized): F21: 130C, Sample, Control","Abundances (Normalized): F21: 131N, Sample, Control","Abundances (Normalized): F21: 127C, Sample, Spermidine","Abundances (Normalized): F21: 129N, Sample, Spermidine","Abundances (Normalized): F21: 132N, Sample, Spermidine","Abundances (Normalized): F21: 133N, Sample, Spermidine","Abundances (Normalized): F21: 127N, Sample, Spermine","Abundances (Normalized): F21: 128N, Sample, Spermine","Abundances (Normalized): F21: 129C, Sample, Spermine","Abundances (Normalized): F21: 133C, Sample, Spermine","Found in Sample: [S300] F21: 128C, Sample, Both","Found in Sample: [S306] F21: 131C, Sample, Both","Found in Sample: [S308] F21: 132C, Sample, Both","Found in Sample: [S311] F21: 134N, Sample, Both","Found in Sample: [S296] F21: 126, Sample, Control","Found in Sample: [S303] F21: 130N, Sample, Control","Found in Sample: [S304] F21: 130C, Sample, Control","Found in Sample: [S305] F21: 131N, Sample, Control","Found in Sample: [S298] F21: 127C, Sample, Spermidine","Found in Sample: [S301] F21: 129N, Sample, Spermidine","Found in Sample: [S307] F21: 132N, Sample, Spermidine","Found in Sample: [S309] F21: 133N, Sample, Spermidine","Found in Sample: [S297] F21: 127N, Sample, Spermine","Found in Sample: [S299] F21: 128N, Sample, Spermine","Found in Sample: [S302] F21: 129C, Sample, Spermine","Found in Sample: [S310] F21: 133C, Sample, Spermine",# Protein Groups,Modifications
0,High,Master Protein,P04083,Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2,0,0,303.678,63,24,100,24,346,38.7,7.02,2030,24,0,0,0.3155971753,0.4993238497,1,9744167.87393059,8737011.6920353,7266379.36308565,6929805.96570608,18777455.0495257,19455694.2439294,12656118.5129212,12100417.3274525,7866418.24036888,14656946.8166401,11978915.8495677,7126154.51131567,13124482.0266745,18799965.8126722,19171469.9864498,7686734.32223534,11487464.133123,12974291.3023143,9478162.08809274,9279371.91828489,31339125.2333886,23479985.7277654,18741604.5602245,14490520.436591,8188963.98480273,14656946.8166401,14032318.9976318,9804187.44162254,14903097.8891417,26351668.7215013,26847018.331857,12924882.0339245,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P07237,Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3,0,0,302.003,64,39,137,38,508,57.1,4.87,1764,39,0,1,0.9999999999,1,1,19665501.2151735,15946312.8889332,18401618.4256343,16127586.499814,15532641.6317155,18077708.7273133,15933123.1947378,18610405.9111441,20666662.8485546,23610796.0750615,20434214.3459841,15736420.6157136,19750096.4757944,17955209.2924689,18251989.8117023,12576098.1311038,23183789.8106806,23679962.4301147,24002809.8460485,21595680.1700776,25923608.9245211,21816972.3262617,23594302.9468513,22286377.3943458,21514055.3911024,23610796.0750615,23937008.8052819,21650220.6248381,22426608.5701927,25167584.4421713,25559412.2628037,21146117.1906752,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P27105,Stomatin OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=3,0,0,301.377,73,22,107,22,288,31.7,7.88,1980,22,0,0,0.4927383718,0.8322677748,1,16264591.0130768,11349647.9720819,17520646.9424683,14441473.5250535,7595419.20693337,10228659.7876583,11714339.2673975,14948873.4117433,20212511.920905,15964033.2713723,15407260.12317,14027690.1601899,17354628.638261,11532393.6973033,10136882.2730676,10713641.2998934,19174434.2174667,16854005.0258544,22853683.1496288,19337886.8831548,12676573.7475262,12344395.5696067,17346986.2825423,17901610.3176403,21041282.9708538,15964033.2713723,18048343.5765696,19299343.4937624,19706509.4759584,16164806.9632351,14195315.4560017,18014483.6740805,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P61158,Actin-related protein 3 OS=Homo sapiens OX=9606 GN=ACTR3 PE=1 SV=3,0,0,294.876,66,26,111,26,418,47.3,5.88,1419,26,0,0,0.9999999999,1,1,9781881.7517532,7111808.99433231,9185217.43267287,9120964.4493856,6602939.84992377,7490878.12485603,7983673.84550223,10489984.3515936,11014097.9116086,10351264.9975064,10056438.5916549,9065703.87739762,10784068.649485,8099661.07618816,7798234.70879913,7795921.95903719,11531925.273819,10560897.1157725,11981067.2263441,12213447.5046128,11020149.3397009,9040320.49716909,11822491.8641089,12561990.9225303,11465707.5643902,10351264.9975064,11780294.3163082,12472626.0093174,12245514.1772344,11353190.0835841,10920359.8018945,13108475.9069616,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q15404,Ras suppressor protein 1 OS=Homo sapiens OX=9606 GN=RSU1 PE=1 SV=3,0,0,291.815,66,21,115,21,277,31.5,8.65,1378,21,0,0,0.9999999999,1,1,12193962.4149668,9924856.63344035,13261739.5233477,10115991.5186376,7770360.90775176,9345504.22205782,11152808.2170586,13781719.9082429,16473476.4191893,15457635.0047702,13394481.1861575,10376713.3973496,14601943.4859297,10580256.0862752,10057991.1361103,8833645.36055271,14375543.1653987,14738217.7837014,17298424.7713401,13545840.6899405,12968547.2794042,11278564.6711711,16515452.2792067,16503917.8879139,17148936.2730493,15457635.0047702,15690537.8727343,14276317.3341337,16580783.3558873,14830207.9989018,14084839.2222225,14853358.9725351,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q14697,Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=3,0,0,287,46,31,98,31,944,106.8,6.14,1196,31,0,0,0.598450916,0.9333534966,1,7545821.11147519,5906319.06999457,6038591.40700535,6306421.33415285,4849031.74114692,5827002.56509849,5307756.98829459,6931013.34769107,7537251.06717134,8693044.85396531,7169620.53996351,6189993.02408033,7117242.18996419,6050427.06767059,5881398.35332434,4926502.50682889,8895818.55470107,8770768.1801983,7876652.90779095,8444627.35646714,8092918.48100143,7032282.44383287,7859904.47820363,8300043.53099007,7846300.01195916,8693044.85396531,8398623.36226127,8516213.30607592,8081763.29109135,8480805.30036867,8236092.98192852,8283682.12966668,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P13796,Plastin-2 OS=Homo sapiens OX=9606 GN=LCP1 PE=1 SV=6,0,0,284.552,64,36,105,31,627,70.2,5.43,1135,36,0,8,0.2874336982,0.4668305412,1,6815918.26992347,5171534.80830929,5102916.21557291,4911311.73987298,11133534.4554897,14847134.2106041,8344822.96984988,7875977.19012844,5741881.81239966,9536287.03360459,7932895.29266807,4739932.54411984,9515801.63881825,12828855.3408662,11943211.699757,4739638.60575236,8035331.25383854,7679627.93780268,6656171.4708793,6576502.78614644,18581603.8260015,17918173.2089553,12357293.5941089,9431658.87119925,5977315.46047694,9536287.03360459,9292737.23260583,6521215.20090615,10805372.9685283,17982040.4668341,16724832.4552708,7969479.27360768,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P61160,Actin-related protein 2 OS=Homo sapiens OX=9606 GN=ACTR2 PE=1 SV=1,0,0,279.718,51,21,94,21,394,44.7,6.74,1818,21,0,0,0.9999999999,1,1,10057675.3649438,7617712.41583558,9614100.36478828,9390927.66519383,7127407.64145516,8119757.96421205,8403290.72132534,10822520.2964095,11534746.7501644,11448561.0629697,10601979.4434523,9331426.39440305,11339219.6628583,8685491.26573401,8473909.00834341,7790764.10804556,11857060.1935639,11312153.7917141,12540496.0345972,12574942.3424391,11895473.5919135,9799280.28896198,12443874.6004862,12960210.1552938,12007704.5009099,11448561.0629697,12419350.7513642,12838207.9455558,12875898.6662179,12174340.6769304,11866549.1300499,13099803.2232417,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P19367,Hexokinase-1 OS=Homo sapiens OX=9606 GN=HK1 PE=1 SV=3,0,0,278.935,43,40,107,37,917,102.4,6.8,1506,40,0,2,0.476966345,0.7922851162,1,13486136.8330747,10061442.8882404,11722872.3096211,11888437.4234029,7776038.41007852,9359745.54057511,9804145.6363573,12873077.3232062,15121845.3683701,14218186.7691449,13292063.6059974,11074160.9024917,13194620.0236533,9902760.34242686,9670379.69275813,8549186.3335504,15898896.1570345,14941045.6978821,15291148.2234282,15919238.276648,12978022.8955599,11295751.719412,14518307.5189968,15415798.0659505,15741884.466536,14218186.7691449,15570564.0642678,15235867.9669817,14982740.9129654,13880570.984664,13542042.4761895,14375054.5049468,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P38646,"Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",0,0,278.52,49,26,93,25,679,73.6,6.16,1489,26,0,0,0.9999999999,1,1,8846828.74683046,7400442.41632611,6876211.55549604,7704323.71930958,6661241.26658921,7772955.84036382,7066499.97721835,8247692.06655391,8826289.06502251,10608625.8587641,9344203.76982055,6485289.80359196,8582825.63103362,7641081.14540645,7895991.5752583,5374809.08991516,10429585.0847346,10989512.0963322,8969232.73867329,10316491.6195533,11117453.0154835,9380744.2646895,10464310.0538803,9876795.75099992,9188192.27053178,10608625.8587641,10945969.5454599,8922483.61254237,9745961.04324426,10710404.5307431,11057254.9063257,9037488.55233185,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P60174,Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=4,0,0,275.634,86,20,101,20,249,26.7,6.9,1620,20,0,0,0.24633644,0.4069646591,1,11669956.580096,8594604.48686357,12596178.3088978,10820534.4708221,11677730.1336885,13218157.6006595,12160567.6624589,14056206.2997569,13627441.7935037,13484237.577051,12818877.125659,11320601.1281237,15597181.7482083,13641569.6873879,13334319.907523,10002464.3618218,13757789.2112894,12762819.390799,16430276.1714816,14489260.4794814,19489853.4511802,15952252.739975,18007776.2486955,16832621.4820268,14186206.0523703,13484237.577051,15016264.8504776,15574921.2616324,17710895.2502548,19121211.6460878,18672888.9987643,16818673.1198854,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P07339,Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1,0,0,274.574,50,19,99,19,412,44.5,6.54,1313,19,0,0,0.0777214701,0.1229791447,1,5717053.29616376,4454698.52110465,4756256.56536968,4951523.17306995,16436993.6519395,23937583.4127075,13481886.9830802,9726651.46336062,5039875.01189376,6178449.83419419,5606437.126462,4912092.26509566,7050420.24770844,10810277.8913932,9521306.1104139,4112393.20878741,6739872.04823702,6615140.08611069,6203993.54431528,6630347.99420111,27432950.9062816,28888926.2876311,19964430.1927611,11647882.7130748,5246524.36460967,6178449.83419419,6567481.99809083,6758073.12640638,8005885.71020427,15152626.5855944,13333285.3385877,6914795.65606117,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q70J99,Protein unc-13 homolog D OS=Homo sapiens OX=9606 GN=UNC13D PE=1 SV=1,0,0,274.287,35,29,83,29,1090,123.2,6.65,1201,29,0,0,0.4727848894,0.5366626292,1,5976092.50480464,4242982.21304267,4205188.83231499,4968834.7460707,2845278.56224353,3754024.21612004,3874656.83683699,5204873.94061793,6332988.04696755,6120287.81188729,5756760.76088618,4628116.43819867,5366279.46284001,4100094.87268293,3787296.51850314,3576597.36283034,7045255.08933752,6300745.51379362,5485188.61624553,6653529.09409906,4748702.15110852,4530521.18886414,5737721.73264898,6232952.97719144,6592658.74863673,6120287.81188729,6743573.826234,6367378.22477791,6093511.95518836,5747049.90893329,5303590.13327079,6013880.15502327,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P35749,Myosin-11 OS=Homo sapiens OX=9606 GN=MYH11 PE=1 SV=3,0,0,273.997,11,23,179,2,1972,227.2,5.5,2018,23,0,0,0.9197780498,0.975880839,1,418130.770071094,391666.484988281,418259.558014,464419.578139886,225258.085026563,196948.336277344,365778.167390625,496464.756150522,544198.740590505,473923.89513047,433857.901640626,496493.0586,476875.007296877,299333.520646875,308876.442471094,419380.352840626,492937.138018464,581617.061840935,545571.829884103,621882.0574515,375950.378678131,237685.896320152,541656.572115679,594527.651432734,566512.452185822,473923.89513047,508229.004353856,683076.826674107,541500.601714132,419571.921136699,432539.159446889,705168.327742386,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q15942,Zyxin OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1,0,0,272.454,45,18,121,18,572,61.2,6.67,1613,18,0,0,0.9999999999,0.9731902214,1,22819905.4190023,18124648.9794685,25754285.15369,24519669.0918519,15104163.5878574,17766942.6602087,19386613.2413151,27174101.2186595,29696467.9596992,27562196.9272922,25407757.5570634,25930857.9757427,27075095.9478139,22299045.2744234,20491994.4469942,20283281.4888661,26902537.847627,26914748.8753147,33593523.9480776,32833116.8206649,25208489.2748769,21441926.1968969,28708346.7778682,32541594.0954061,30914108.4502546,27562196.9272922,29763107.4074262,35675761.9712818,30744284.1895085,31256283.1088383,28696232.0032635,34105383.31553,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P05120,Plasminogen activator inhibitor 2 OS=Homo sapiens OX=9606 GN=SERPINB2 PE=1 SV=2,0,0,266.808,63,25,95,25,415,46.6,5.63,1264,25,0,0,0.9999999999,1,1,6623588.30820637,4896883.63854918,4809932.44291989,4688789.19783671,7277023.92397433,9064490.24548586,4915725.64915742,6756661.2911612,5509197.55934476,9231291.67433589,8706168.01081766,4718676.29811214,8325926.05310113,21272856.9686959,14509628.1500073,4798570.34256434,7808592.18637428,7271776.32805406,6274007.597012,6278533.48686515,12145179.6038547,10939424.6704861,7279371.32929049,8091253.04303095,5735090.48465262,9231291.67433589,10198562.9007636,6491970.78586661,9454246.70740793,29817888.2443018,20318747.2430126,8068570.21579699,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P78371,T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=4,0,0,265.08,64,26,83,26,535,57.5,6.46,1663,26,0,0,0.9000820592,1,1,7979301.37801632,6378690.50080585,6978707.35083903,7221113.27864428,5414169.07347663,6439848.19987347,6288244.07621878,7833254.76013912,8822001.86021597,9188609.21807087,7903972.52634418,6829076.80144196,8702529.72667437,6492439.15640059,6363914.0580685,5520934.02244614,9406851.315911,9472230.50647897,9102926.7990941,9669447.61631265,9036119.22813311,7771891.45379302,9311842.62650087,9380497.80558405,9183729.27801302,9188609.21807087,9258856.58026238,9395466.92514974,9881887.31076777,9100367.92346985,8911790.1496382,9283190.74991071,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9NZN3,EH domain-containing protein 3 OS=Homo sapiens OX=9606 GN=EHD3 PE=1 SV=2,0,0,262.949,57,32,100,17,535,60.8,6.57,1010,32,0,18,0.9999999999,1,1,11567220.2920875,8454258.28541628,10407290.395845,10799212.3684472,6497178.91310129,7827132.79982669,8926219.85664449,12397109.4095208,12989859.9126078,11763169.6564447,12108698.5060498,10690625.3061026,11881906.5378159,9272906.07206709,8328480.24859892,8822769.97483656,13636672.7199752,12554408.0294624,13575121.8510262,14460709.0714052,10843636.8551742,9446127.39720654,13218245.5940231,14845815.8418852,13522481.4828801,11763169.6564447,14184348.7521594,14708198.3982736,13492129.8899879,12997712.4071152,11662896.0673688,14835072.5232366,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P35580,Myosin-10 OS=Homo sapiens OX=9606 GN=MYH10 PE=1 SV=3,0,0,262.396,14,30,173,2,1976,228.9,5.54,1295,30,0,0,0.6287065969,1,1,958592.206602698,708142.790394097,785018.297638793,923217.899458594,442030.490292187,689786.3647711,650661.110807813,920198.741163282,1015720.16702578,880258.890083204,886911.880026563,857874.964740235,910590.886183895,615401.427789844,609034.105825451,664443.442085156,1130090.71006469,1051578.17913672,1023966.72336407,1236236.95859443,737738.359948463,832464.459863013,963520.784751391,1101958.57743685,1057367.61156776,880258.890083204,1038944.64070145,1180267.27352502,1033993.19578309,862600.215204958,852868.862709986,1117230.37991873,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P40926,"Malate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3",0,0,258.632,66,21,84,21,338,35.5,8.68,1402,21,0,0,0.9999999999,1,1,12345275.382362,10038195.9564698,12005016.1874351,7377873.88613559,7950952.10595755,8967731.63750406,7907684.7349753,7967940.84713408,12769565.4142487,14551201.704569,11706489.9461169,7221927.68124027,11416161.9783325,9491290.5391211,9459527.26389627,5693040.04019882,14553927.0262187,14906524.4593502,15659172.6923501,9879358.25251904,13269949.6878611,10822652.1356197,11709964.6418864,9541787.40769531,13293154.2772841,14551201.704569,13713194.3599395,9935952.49222987,12963268.1225513,13303819.0876842,13246772.5241737,9572578.91964974,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P31146,Coronin-1A OS=Homo sapiens OX=9606 GN=CORO1A PE=1 SV=4,0,0,257.043,46,25,100,24,461,51,6.68,1273,25,0,2,0.9999999999,1,1,10930529.0103511,9537112.6860865,8613958.14948132,9389193.78274404,9112276.92959543,9783627.2169984,9646749.93425784,10850561.0508928,12349180.5528879,14156813.3982741,11364565.573713,8905229.75380525,11342010.4038438,9870960.61131897,10184145.5979453,7199474.87170144,12886073.1451888,14162425.6134489,11235924.726914,12572620.5833316,15208173.1579021,11807310.7307686,14285230.6870112,12993789.5860606,12855532.4290364,14156813.3982741,13312657.9569052,12251845.1681595,12879067.6054572,13835997.7132051,14261501.270147,12105578.1977234,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,O95810,Caveolae-associated protein 2 OS=Homo sapiens OX=9606 GN=CAVIN2 PE=1 SV=3,0,0,250.532,40,17,115,17,425,47.1,5.21,2035,17,0,0,0.5335769116,0.7811707703,1,15476964.8998137,10779090.4924139,16621472.6686116,15054323.6919884,6574118.3987135,7997055.18281073,11004285.2085741,14833991.1810094,19905572.6641766,15783162.5220603,14924631.4968203,14550839.7305167,17075815.6753426,9669454.24650741,9175919.98297632,11412597.4193335,18245896.5687438,16006738.3393882,21680812.991438,20158525.2469582,10972047.0241047,9651197.18691801,16295514.429362,17764036.276415,20721758.322905,15783162.5220603,17482983.6619182,20019094.4392891,19389912.0764809,13553548.8500689,12849619.3650635,19189745.4968446,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P46940,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens OX=9606 GN=IQGAP1 PE=1 SV=1,0,0,249.473,33,39,86,35,1657,189.1,6.48,1041,39,0,6,0.5832266635,0.7628647029,1,7200164.845074,5875549.4667567,5490927.61325903,5580202.88917085,8364012.07782508,9550931.06457002,6745804.7727249,6958018.98647754,6455859.03677922,8810364.87891491,7764561.35136528,5431461.33236753,7715923.27650563,8913071.45554221,8867772.0592192,4613734.33962949,8488322.08973395,8725075.92182251,7162288.02983292,7472182.95062728,13959336.942583,11526482.8009387,9989413.84452191,8332383.38755442,6720567.80198216,8810364.87891491,9095547.80476837,7472622.84306331,8761577.00251791,12493336.883049,12418100.3963105,7757777.17503265,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P62805,Histone H4 OS=Homo sapiens OX=9606 GN=H4C1 PE=1 SV=2,0,0,238.476,59,14,135,14,103,11.4,11.36,1352,14,0,0,0.9999999999,1,1,38814065.8164746,39879501.2286947,29633847.6936295,21046468.7338228,40708853.6287754,50234176.8993397,26941749.9777958,21569490.6114573,32938142.1508377,56103818.4614318,33185106.822406,20068271.0946113,26453789.7655534,33790793.4623416,41821562.2327553,14232432.5217005,45758159.6187722,59220278.5311318,38653970.2511212,28182320.2430455,67942107.0967818,60624809.469884,39896246.5252501,25829947.5178498,34288700.5950594,56103818.4614318,38873635.2062523,27609995.1423224,30038779.253425,47364117.7877085,58565370.7682956,23931165.5232641,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,O00429,Dynamin-1-like protein OS=Homo sapiens OX=9606 GN=DNM1L PE=1 SV=2,0,0,237.957,58,36,75,36,736,81.8,6.81,1112,36,0,0,0.8544544142,0.9185890134,1,6695806.77708691,5480148.31555493,6433927.60175776,5604463.82297734,4161076.8953687,4838591.27596721,5712396.26492915,6278226.91157825,8155909.38259043,7602715.97519124,7162264.90099573,5584158.30774462,7310682.55040941,5412293.04283984,5391094.14030837,4583640.39049691,7893731.01831434,8137912.95377489,8392323.82805542,7504669.60739508,6944738.22921035,5839424.31854618,8459107.88361404,7518317.17087835,8490325.09542943,7602715.97519124,8390006.83354335,7682703.85744331,8301418.48369756,7586341.09815595,7549489.07495998,7707175.615753,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P62937,Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2,0,0,237.838,82,16,151,14,165,18,7.81,1651,16,0,3,0.0525031959,0.2003000195,1,23456727.0812646,18500165.5667785,21657996.3250489,21250764.5076646,21685620.7183738,25743278.7518971,22796422.2273906,28023885.3711094,27176289.5037386,29832600.6103705,25569801.8666774,21851643.876884,28905334.9242944,25382419.6510157,24508069.7408338,19516185.6130299,27653291.1288801,27472383.6552992,28250382.9506858,28455882.948292,36192784.4675656,31068118.6752836,33757706.2301902,33559229.6276806,28290595.4382934,29832600.6103705,29952929.0467807,30063565.4386057,32822555.2078674,35578209.0594461,34320195.4819135,32815547.6989649,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P54652,Heat shock-related 70 kDa protein 2 OS=Homo sapiens OX=9606 GN=HSPA2 PE=1 SV=1,0,0,234.342,22,17,116,1,639,70,5.74,1623,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P16615,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1,0,0,231.789,33,28,74,21,1042,114.7,5.34,1115,28,0,0,0.9999999999,1,1,4004219.67141949,3423679.71740085,3293740.82047544,4064589.76444483,2629580.35691571,3197253.34377073,3382600.09909916,4025372.58128672,4683988.0131758,4626502.53635584,4303204.72007906,3550244.08453654,4011031.11846937,3311141.04637457,3229029.47551944,3012693.55918162,4720601.12794653,5084097.34873963,4296308.76846717,5442697.86285344,4388706.98394892,3858585.66333149,5009067.62037424,4820473.71388539,4876044.97664565,4626502.53635584,5040851.95209409,4884437.80064509,4554601.79483283,4641183.54329208,4521813.58991505,5065702.44585516,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9H4M9,EH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EHD1 PE=1 SV=2,0,0,231.045,61,27,91,15,534,60.6,6.83,957,27,0,0,0.9999999999,1,1,5504744.26577602,5002962.8727456,5082765.89083099,5503396.29792883,3921652.7509348,4230535.49697411,4649801.58547266,6194028.09542343,6310019.52698252,6949513.0751814,6337811.94681744,5528430.44886788,5741576.39123525,5428750.36859058,5315144.09411823,4883681.90642377,6489579.52420917,7429301.91392977,6629887.67333883,7369334.91571297,6545145.03479072,5105595.9167713,6885582.06131393,7417487.20500105,6568748.45335439,6949513.0751814,7424227.70988524,7606033.28100825,6519668.72465179,7609409.11862719,7443131.43604063,8211681.3051739,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P10412,Histone H1.4 OS=Homo sapiens OX=9606 GN=H1-4 PE=1 SV=2,0,0,230.085,46,16,102,2,219,21.9,11.03,1479,16,0,19,0.9999999999,1,1,17450041.274032,17980071.5371731,15033733.7806355,11625132.661183,24899404.4309501,23201543.9927277,14309145.2796563,13009215.3268352,13682537.8978079,23750699.5454632,16675597.6783386,11225149.9684908,16334137.5182803,20094818.0351283,23721025.9984057,9243061.66014539,20571969.3924053,26700054.2041613,19609788.9254146,15566659.4557424,41556512.937468,28000641.6106868,21189462.010199,15578826.3707104,14243561.2552166,23750699.5454632,19534097.1618112,15443599.2338719,18547722.4834385,28166646.3203682,33218048.5001811,15541773.213638,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q7Z406,Myosin-14 OS=Homo sapiens OX=9606 GN=MYH14 PE=1 SV=2,0,0,229.521,8,18,142,2,1995,227.7,5.6,1487,18,0,0,0.3428961589,0.5545601855,1,1433524.9249793,1051399.14296485,1269978.57835506,1226023.96615976,657145.093403907,722962.37507775,934398.850326563,1322018.59499393,1617504.75008203,1494242.53505743,1346681.48307823,1173211.88162578,1331242.92012422,998164.539925782,915989.122815336,895016.617917058,1689992.04166984,1561307.14215077,1656542.02906127,1641710.08813635,1096759.50890971,872502.725202601,1383689.14106405,1583146.84113013,1683827.0911779,1494242.53505743,1577527.0814211,1614108.86866585,1511651.54651556,1399114.31476881,1282717.32889476,1504928.32457048,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,O60610,Protein diaphanous homolog 1 OS=Homo sapiens OX=9606 GN=DIAPH1 PE=1 SV=2,0,0,228.437,30,34,77,34,1272,141.3,5.41,876,34,0,0,0.9999999999,1,1,6992375.84843275,5815217.4137991,5481663.10155067,7335776.83972902,4637379.56559663,5647879.23309062,5100046.56706276,8456883.06367031,7301900.37427329,8247041.15857394,7458019.26805617,7117589.13604977,6732144.33589302,6159446.16673606,5856979.73601522,6014511.53026348,8243358.26346819,8635484.00441073,7150203.53227903,9822988.10994924,7739676.0411716,6816108.54500801,7552319.92344538,10127306.6496603,7601299.26459868,8247041.15857394,8736458.85605126,9792403.16940652,7644477.38491565,8633615.96031961,8201898.0523274,10113118.1021133,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
